40.   **^**Ricks, Robert C.; et al. (2000). "REAC/TS Radiation Accident Registry: Update of Accidents in the United States"(PDF). International Radiation Protection Association. p.6. Archived(PDF) from the original on 25 July 2011. Retrieved 13 January 2011.
41.   **^**Osnos, Evan. "Faust, China, and Nuclear Power," _The New Yorker_, Wednesday 12 October 2011. Retrieved at http://www.newyorker.com/online/blogs/evanosnos/2011/10/faust-china-and-nuclear-power.html/ on 12 October 2011 mirrored at https://web.archive.org/web/20140315044350/http://www.newyorker.com/online/blogs/evanosnos/2011/10/faust-china-and-nuclear-power.html
42.   **^**"July 12, 1961 – Lest We Forget". _sakaaltimes.com_. Archived from the original on 1 April 2016. Retrieved 16 April 2018.
43.   **^**"Dados: O números da tragédia de Brumadinho". Archived from the original on 30 October 2020. Retrieved 10 August 2020.
44.   **^**"История на село Згориград – Згориград". _Згориград_. Archived from the original on 1 December 2021. Retrieved 16 April 2018.
45.   **^**"Трагедиата". 28 July 2012. Archived from the original on 28 July 2012. Retrieved 16 April 2018.
46.   ^ _**a**_ _**b**_"Las corralejas: sangrar por la gloria". 8 February 2004. Archived from the original on 29 November 2014. Retrieved 15 November 2014.
47.   **^**"图文：广东东莞发生塌楼事件八死逾四十伤". _chinanews.com.cn_. Retrieved 22 September 2023.
48.   **^**"Chinese Mall Collapses, Scores Feared Dead". United States: ABC News. Retrieved 22 September 2023.
49.   **^**"Death toll in Chungking fire is put at 2,845". Archived from the original on 26 October 2012.
50.   **^**"Rajkot Fire Live Updates| 'Such gaming zones significant threat to public safety': Gujarat HC takes suo motu cognisance of fire incident". _Indian express_. Retrieved 26 May 2024.
51.   **^**"Bodies of 27 'burnt beyond recognition' after a massive fire in Indian amusement park, relatives say". Associated Press. 25 May 2004. Archived from the original on 20 October 2024. Retrieved 26 May 2024.
52.   **^**"Hope fades for water park victims". BBC News. 16 February 2004. Archived from the original on 19 March 2004. Retrieved 13 September 2006.
53.   **^**Chen, Claire; Wu, Jeffrey (29 November 2015). "Months after water park fire, 15th burn victim dies". Central News Agency. Archived from the original on 30 November 2015. Retrieved 30 November 2015.
54.   **^**Robinson, Kathleen. "Haunted by fire". _NFPA Journal_. Archived from the original on 13 August 2017. Retrieved 18 November 2016.
55.   **^**"Seven die at fun fair: Suddenly fire and smoke make the mock horror real". _The Age_. 11 June 1979. Retrieved 24 November 2016.[_permanent dead link_]
56.   **^**Jüttner, Julia (26 June 2009). "Life Is a Rollercoaster: The Downfall of a Funfair Family". _Spiegel Online_. Hamburg, Germany. Archived from the original on 21 August 2016. Retrieved 17 November 2016.
57.   **^**"14.08.1981: Der Tag, an dem der Dom zur Todesfalle wurde". _MOPO.de_ (in German). Archived from the original on 20 March 2016. Retrieved 17 November 2016.
58.   **^**Maloney, Rob (12 September 2014). "Not So Amusing: Amusement Park Fires". _Fireengineering.ccom_. Archived from the original on 31 January 2018.
59.   **^**Carothers, Christopher. "Deadly Chinese Amusement Park Mystery". _The Wall Street Journal_. Archived from the original on 20 November 2016. Retrieved 17 November 2016.
60.   **^**Merrill, Jamie (6 June 2015). "attersea Park big dipper disaster in 1972: The funfair tragedy the nation forgot". _The Independent_. Archived from the original on 3 November 2016.
61.   **^**조, 정호 (13 August 2007). "부산 놀이공원 관람차 탑승객 추락..일가족 5명 사망(종합2보)". Archived from the original on 27 April 2024.
62.   **^**"Five people dead in mass electrocution at water park in Turkey". _The Independent_. 23 June 2017. Archived from the original on 23 June 2017. Retrieved 23 June 2017.
63.   **^**"Most People Don't Know About This Tragic Event in Nebraska History". _OnlyInYourState_. Archived from the original on 18 September 2018. Retrieved 18 September 2018.
64.   **^**"Krug Park". _Omaha Magazine_. 28 April 2015. Archived from the original on 18 September 2018. Retrieved 18 September 2018.
65.   **^**"Dreamworld deaths: Four fatalities in horror Thunder River Rapids accident". _Brisbane Times_. 25 October 2016. Archived from the original on 26 October 2016. Retrieved 25 October 2016.
66.   **^**Franklin, Jasmine (14 June 2011). "Mindbender tragedy, 25 years later". Edmonton Sun. Archived from the original on 29 July 2014. Retrieved 19 July 2014.
67.   **^**"Archives 1978: A tragic day at 6 Flags". _St. Louis Post-Dispatch_. Archived from the original on 10 February 2017. Retrieved 19 March 2017.
68.   **^**Humphrey, John H. (1986). _Roman Circuses: Arenas for Chariot Racing_. University of California Press. pp.80, 102, 126–9. ISBN 978-0-520-04921-5.
69.   **^**Mommsen, Theodor (1892). _Chronica minora saec. IV. V. VI. VII_. Added t.-p.: Monvmenta Germaniae historica... Edidit Societas aperiendis fontibvs rervm germanicarvm medii aevi. Avctorvm antiqvissimorvm tomvs IX, XI, XIII (in Latin). apvd Weidmannos. Archived from the original on 30 October 2020. Retrieved 30 May 2019.
70.   **^**"1964: La tragedia de Lima | Historia del Fútbol Olímpico". Univision.com. 17 February 2011. Archived from the original on 29 June 2012. Retrieved 12 January 2013.
71.   **^**Kathmandu_stadium_disaster
72.   **^**Rogers, Mark (27 June 2008). "La puerta 12: Interview with Pablo Tesoriere". _theargentimes.com_. Archived from the original on 10 August 2011. Retrieved 23 April 2010.
73.   **^**Зайкин, В. (20 July 1989). Трагедия в Лужниках. Факты и вымысел. _Известия_ (in Russian) (202). Archived from the original on 15 September 2018. Retrieved 6 February 2012.
74.   **^**"Tragédie de N'zérékoré: voici les nouveaux éléments sur le drame (rapport d'enquête)". _Le Guide Info_ (in French). 14 February 2025. Retrieved 19 February 2025.
75.   ^ _**a**_ _**b**_"El fútbol soporta otro golpe". _elcolombiano.com_. Archived from the original on 25 February 2012. Retrieved 15 November 2014.
76.   **^**"Stampede at soccer match leaves 22 dead, 100 injured". _UPI_. Archived from the original on 21 January 2021. Retrieved 24 February 2021.
77.   **^**Eskanazi, Joe (15 August 2012). "Sudden Death: Boys Fell to Their Doom in S.F.'s Forgotten Disaster". _San Francisco Weekly_. Archived from the original on 17 June 2014. Retrieved 23 June 2014.
78.   **^**Olympiacos Official website for Karaiskaki stadium Gate 7 tragedy of 8/2/1981 Archived 4 February 2014 at the Wayback Machine(and in Greek Archived 31 July 2016 at the Wayback Machine). Also in the Greek Wikipedia entry for Olympiacos including the names of the dead.
79.   **^**"Cold weather in China kills 21 in ultramarathon, sparks outrage". Reuters. 23 May 2021. Archived from the original on 24 May 2021. Retrieved 23 May 2021.
80.   **^** |- Furiani disaster wiki (and in French).
81.   **^**"Shibaji Banerjee signs certificates on 'Football Lovers Day'". Archived from the original on 7 February 2019. Retrieved 6 February 2019.
82.   **^**"Kolkatafootball.com|indian Football News, pic, stats, article | Indian Football News 2015". Archived from the original on 17 October 2015. Retrieved 6 February 2019.
83.   **^**"Alfonso de Portago". F1 Racing: 1957 season profile. _Crash_. Archived from the original on 30 October 2020. Retrieved 18 May 2008.
84.   **^**"Motorsport Memorial -". Archived from the original on 21 January 2016. Retrieved 16 August 2015.
85.   **^**"The Tenerife disaster– Two Boeing 747 collided". _1001crash.com_. Archived from the original on 6 November 2018. Retrieved 18 September 2018.
86.   **^**Ranter, Harro. "ASN Aircraft accident Boeing 747SR-46 JA8119 Ueno Village, Tano District, Gunma Prefecture". _aviation-safety.net_. Archived from the original on 6 September 2011. Retrieved 18 September 2018.
87.   **^**Cooper, Kenneth J. "At Least 349 Are Killed in Collision". _The Washington Post_. Archived from the original on 26 June 2013. Retrieved 18 September 2018.
88.   **^**"Rediff on the NeT: Charkhi Dadri collision report expected this weekend". 10 April 2014. Archived from the original on 10 April 2014. Retrieved 18 September 2018.
89.   **^**Ranter, Harro. "ASN Aircraft accident McDonnell Douglas DC-10-10 TC-JAV Bois d'Ermenonville". _aviation-safety.net_. Archived from the original on 20 October 2018. Retrieved 18 September 2018.
90.   **^**Ranter, Harro. "ASN Aircraft accident Lockheed L-1011 TriStar 200 HZ-AHK Riyadh International Airport (RUH)". _aviation-safety.net_. Archived from the original on 29 November 2014. Retrieved 18 September 2018.
91.   **^**Ranter, Harro. "ASN Aircraft accident Boeing 777-2H6ER 9M-MRD Hrabove". _aviation-safety.net_. Archived from the original on 3 June 2020. Retrieved 29 June 2020.
92.   **^**19880703-0_A30B_EP-IBU.pdf (aviation-safety.net)
93.   **^**Ranter, Harro. "ASN Aircraft accident Ilyushin 76MD 15-2280 Kerman". _aviation-safety.net_. Archived from the original on 18 September 2018. Retrieved 18 September 2018.
94.   **^**"ASN Accident Description (Pan American-103)". _Aviation Safety Network_. 21 December 1988. Archived from the original on 21 November 2011. Retrieved 22 June 2013.
95.   **^**"ASN Accident Description (Korean Air Lines-007)". _Aviation Safety Network_. 1 September 1983. Archived from the original on 21 November 2011. Retrieved 22 June 2013.
96.   **^**"ASN Accident Description (American Airlines-587)". _Aviation Safety Network_. 12 November 2001. Archived from the original on 20 April 2014. Retrieved 27 May 2013.
97.   **^**"NTSB Accident Report (NTSB/AAR-04/04)"(PDF). _ntsb.gov_. National Transportation Safety Board. 26 October 2004. Retrieved 30 May 2013.
98.   **^**"ASN Accident Description (China Airlines-140)". _aviation-safety.net_. Aviation Safety Network. 26 April 1994. Archived from the original on 26 June 2013. Retrieved 27 May 2013.
99.   **^**"Aircraft Accident Investigation Report China Airlines Airbus Industrie A300B4-622R, B1816 Nagoya Airport"(PDF). _mlit.go.jp/jtsb_. Japan Transport Safety Board (JTSB). 19 July 1996. Archived from the original(PDF) on 24 July 2011. Retrieved 8 June 2013.
100.   **^**"ASN Accident Description (Nigeria Airways-2120)". _aviation-safety.net_. Aviation Safety Network. 11 July 1991. Archived from the original on 15 June 2013. Retrieved 27 May 2013.
101.   **^**"Ahmedabad Air India Plane Crash Live: 19 victims identified by DNA; 4 students of medical college dead". _The Times of India_. 15 June 2025. Retrieved 15 June 2025.
102.   **^**"ASN Accident Description (Air India 171)". _Aviation Safety Network_. 6 June 2024. Retrieved 6 June 2024.
103.   **^**"Algeria military plane crash: 257 dead near Algiers". BBC. 11 April 2018. Archived from the original on 2 November 2019. Retrieved 11 April 2018.
104.   **^**Cite error: The named reference `Francillon, p. 294` was invoked but never defined (see the help page).
105.   **^**"ASN Accident Description (Air New Zealand-901)". _Aviation Safety Network_. 28 November 1979. Archived from the original on 7 October 2011. Retrieved 27 May 2013.
106.   **^**"ASN Accident Description (Arrow Air-1285)". _Aviation Safety Network_. 12 December 1985. Archived from the original on 18 September 2011. Retrieved 27 May 2013.
107.   **^**"Archived copy"(PDF). Archived from the original(PDF) on 11 April 2016. Retrieved 2 April 2016.`{{cite web}}`: CS1 maint: archived copy as title (link)
108.   **^**"100 worst aviation accidents". PlaneCrashInfo. Archived from the original on 18 June 2008. Retrieved 24 March 2014.
109.   **^**"Plane in Zaire hits Market, Killing 250". _The New York Times_. 9 January 1996. Archived from the original on 3 January 2019. Retrieved 3 January 2019.
110.   **^**"ASN Accident Description (Malaysian Airlines -370)". _Aviation Safety Network_. 8 March 2014. Archived from the original on 12 March 2014. Retrieved 24 March 2014.
111.   **^**"ASN Accident Description (Garuda Indonesia-152)". _Aviation Safety Network_. 26 September 1997. Archived from the original on 29 October 2013. Retrieved 27 May 2013.
112.   **^**"ASN Accident Description (TWA-800)". _Aviation Safety Network_. 17 July 1996. Archived from the original on 12 January 2012. Retrieved 27 May 2013.
113.   **^**"ASN Accident Description (Swissair-111)". _Aviation Safety Network_. 2 September 1998. Archived from the original on 14 March 2011. Retrieved 27 May 2013.
114.   **^**"Aviation Investigation Report Number A98H0003 (Swissair-111)"(PDF). _tsb.gc.ca_. Transportation Safety Board of Canada. Archived(PDF) from the original on 17 October 2013. Retrieved 21 March 2014.
115.   **^**"ASN Accident Description (Korean Air-801)". _aviation-safety.net_. Aviation Safety Network. 6 August 1997. Archived from the original on 20 November 2011. Retrieved 27 May 2013.
116.   **^**"NTSB Accident Report (NTSB/AAR-00/01)"(PDF). _libraryonline.erau.edu_. National Transportation Safety Board. 13 January 2000. Archived(PDF) from the original on 8 February 2014. Retrieved 30 May 2013.
117.   **^**"ASN Accident Description (Air France-447)". _Aviation Safety Network_. 1 June 2009. Archived from the original on 16 October 2011. Retrieved 27 May 2013.
118.   **^**"ASN Accident Description (China Airlines-611)". _Aviation Safety Network_. 25 May 2002. Archived from the original on 14 January 2012. Retrieved 27 May 2013.
119.   **^**"ASN Accident Description (Kogalymavia 9268)". _Aviation Safety Network_. 31 October 2015. Archived from the original on 2 November 2015. Retrieved 31 October 2015.
120.   **^**"ASN Accident Description (Lauda Air-004)". _Aviation Safety Network_. 26 May 1991. Archived from the original on 15 June 2013. Retrieved 27 May 2013.
121.   **^**"ASN Accident Description (Egypt Air-990)". _Aviation Safety Network_. 31 October 1999. Archived from the original on 21 June 2010. Retrieved 27 May 2013.
122.   **^**"ASN Accident Description (Air India-855)". _Aviation Safety Network_. 1 January 1978. Archived from the original on 30 May 2013. Retrieved 27 May 2013.
123.   **^**"ASN Accident Description (China Airlines-676)". _Aviation Safety Network_. 16 February 1998. Archived from the original on 29 May 2013. Retrieved 27 May 2013.
124.   **^**"ASN Accident Description (Aeroflot-5143)". _Aviation Safety Network_. 10 July 1985. Archived from the original on 3 November 2013. Retrieved 27 May 2013.
125.   **^**"Flashback: Kaprun ski train fire". BBC News. 19 February 2004. Archived from the original on 22 January 2009. Retrieved 14 April 2009.
126.   **^**"BBC ON THIS DAY | 9 | 1976: Scores die in cable car tragedy". 9 March 1976. Archived from the original on 26 January 2017.
127.   **^**"1998: Military jet causes cable car tragedy". BBC: On this day. 3 February 1998. Archived from the original on 7 January 2017. Retrieved 31 December 2016.
128.   **^**"A Visual Compendium of Ski Lift Accidents". _Illicitsnowboarding.com_. Archived from the original on 20 November 2016. Retrieved 20 November 2016.
129.   **^**"Major worldwide cable car accidents since 1976". CNN. Archived from the original on 17 April 2016. Retrieved 20 November 2016.
130.   **^**"Portuguese investigators search for cause of Lisbon streetcar crash that killed 16". _AP_. 4 September 2025. Retrieved 4 September 2025.
131.   **^**覃文武,黄永文 (11 October 1999). "贵州马岭游客缆车坠毁纪实". _中国青年报_. Archived from the original on 26 October 2020. Retrieved 26 May 2021.
132.   **^**"Italy cable car fall: 14 dead after accident near Lake Maggiore". BBC News. 23 May 2021. Archived from the original on 29 October 2021. Retrieved 23 May 2021.
133.   **^**"Past cable car accidents". _Tulsa World_. 12 November 2000. Archived from the original on 30 October 2020. Retrieved 30 December 2016.
134.   **^**"The Splintered Remains". Reuters. Archived from the original on 31 December 2016. Retrieved 30 December 2016.
135.   **^**"12 Perish As Cable Car Falls". _Pakistan Point News_. Archived from the original on 30 October 2020. Retrieved 29 June 2017.
136.   **^**Henley, Jon (2 July 1999). "20 killed in cable car disaster". _The Guardian_. Archived from the original on 20 November 2016. Retrieved 20 November 2016.
137.   **^**"As Many As 100 Feared Dead in Gold Mine Accident". Associated Press. 11 May 1995. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
138.   **^**"Vaal Reefs". Minerals Council South Africa. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
139.   **^**"Mine Disaster Toll Could be 62". Associated Press. 2 September 1987. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
140.   **^**"St Helena". Minerals Council South Africa. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
141.   **^**Maree, Hein (30 April 2010). "Developing a Systemic Disaster Prevention Paradigm"(PDF). UCT.
142.   **^**Department of Mineral and Energy Affairs (1981). _Report on the Circumstances Attending the Accident in No. 2 Shaft, Vaal Reefs Exploration and Mining Company Limited, in the Magisterial District of Klerksdorp, on 27 March 1980, which Caused the Death of 3 White and 28 Black Persons_. G.M.E. report. Government Printer, South Africa.
143.   **^**"19 workers in Wuhan killed after elevator plunges 100m". _The Global Times_. 14 September 2012. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
144.   **^**"Lift Crashes". Australian Cable Service. 15 October 1932. Archived from the original on 25 May 2021. Retrieved 25 May 2021.
145.   **^**"Lancashire Pit Disaster". Pathé News. 13 October 1932. Archived from the original on 25 May 2021. Retrieved 25 May 2021.
146.   **^**"Memorial unveiled at Markham ceremony". ITV News. 30 July 2013. Archived from the original on 25 May 2021. Retrieved 25 May 2021.
147.   **^**"Sixteen Killed When Cage Falls in Nanaimo Mine". Manitoba Free Press. 10 September 2018. Archived from the original on 5 May 2020. Retrieved 28 January 2023.
148.   **^**Stoddard, Ed (28 November 2023). "Implats says 11 miners killed, 75 in hospital after conveyance cage tragedy in Rustenburg". Daily Maverick.
149.   **^**"Death toll rises to 12 in Implats lift accident as miner dies in hospital". _timeslive.co.za_. 30 November 2023. Retrieved 12 December 2023.
150.   **^**"Twelve dead in Fujian elevator accident". _Macau Daily Times_. 31 October 2008. Archived from the original on 26 April 2019.
151.   **^**_1993年6月2日北角籠笠意外12死(無線)1_ [_June 2, 1993: Nakasa, North Point died 12 accidentally (wireless) 1_], 8 July 2014, archived from the original on 21 December 2021, retrieved 14 June 2020
152.   **^**"11 die as elevator cable snaps at work site in north China". Associated Press. 25 April 2019. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
153.   **^**"34 killed, 6 injured in mining accidents". Ukrainian Journal. 31 July 2011. Archived from the original on 9 April 2018. Retrieved 26 April 2019.
154.   **^**"18 Doden in Roergebied" [18 killed in Ruhr area]. _De Telegraaf_. 28 March 1964. Archived from the original on 7 April 2023. Retrieved 25 May 2021.
155.   **^**"10 people killed in Istanbul elevator accident". Associated Press. 7 September 2014. Archived from the original on 26 April 2019. Retrieved 26 April 2019.
156.   **^**"Bodies of 133 Found From Ferry Disaster, The Filipinos Report". _The New York Times_. Associated Press. 27 December 1987. Retrieved 26 January 2023.
157.   **^**.Ray, Michael. "7 of the World's Deadliest Shipwrecks - Britannica". Britannica. Retrieved 24 November 2024.
158.   **^**Jackson, Joe (20 January 2012). "SS Kiangya — China, 1948 | Unsafe at Sea: Asia's History of Deadly Ferry Disasters". _Time_. ISSN 0040-781X. Retrieved 3 December 2024.
159.   **^**"Hundreds lost as Senegal ferry sinks". _BBC News_. 27 September 2002.
160.   **^**"Naufrage du Joola: bilan estimé à plus de 854 à 923 Franco-Senegalais tués dans le naufrage". 17 October 2022. Retrieved 8 January 2025.
161.   **^**Peltier, Elian (26 September 2022) [25 September 2022]. "Deadlier Than the Titanic: A Ferry Set Out With About 1,900 Aboard. Only 64 Survived". _The New York Times_.
162.   **^**"Senegal: Country And France in Legal Battle Over Ferry Disaster". _The Nation_. Nairobi: allafrica.com. 29 September 2008.
163.   **^**Lee (21 August 2013). "Salem Express". _Red Sea Wreck Project_.
164.   **^**Murphy, Kim (16 December 1991). "Up to 470 Missing as Egyptian Ferry Hits Red Sea Reef, Sinks". Los Angeles Times. Retrieved 5 November 2020.
165.   **^**"Wreck Diving In Egypt; Safaga & Marsa Alam". 8 June 2019.
166.   **^**"Wreck Diving In Egypt; Safaga & Marsa Alam". 8 June 2019.
167.   **^**"REPORTS 900 DROWNED IN A JAPANESE WRECK". _The New York Times_. 17 September 1927. Retrieved 10 September 2019.
168.   **^**Vashi, Ashish (6 May 2010). "Gujarat saw a Titanic in 1888". _The Times of India_. Archived from the original on 5 May 2015. Retrieved 3 June 2015.
169.   **^**"Hundreds of Indonesian Refugees believed dead After Shipwreck – Indonesia | ReliefWeb". 30 June 2000.
170.   **^**Mydans, Seth (30 June 2000). "Indonesian Ferry with 500 Aboard Vanishes Without Trace". _The New York Times_.
171.   **^**"Ferry Disaster in Bangladesh". _The New York Times_. 22 April 1986.
172.   **^**"Bangladesh Ferry Overturns; 175 Bodies Found, Hundreds Missing". _Los Angeles Times_. 22 April 1986.
173.   **^**Steele, Jonathan (29 December 2004). "One train, more than 1,700 dead". _The Guardian_. Retrieved 2 October 2018.
174.   **^**Constantin Botez (1977). _Epopeea feroviară românească_. Bucharest: Editura Sport-Turism. pp.151–152.
175.   **^**"Histoires 14-18: la catastrophe ferroviaire de Saint-Michel-de-Maurienne". _franceinfo_ (in French). 7 December 2017. Retrieved 1 April 2018.
176.   **^**"Блоггер раскрыл тайну катастрофы поезда под Брянском" [The largest railway accident in Russian history occurred near Bryansk]. _Bryansk Today_ (in Russian). 27 October 2015. Retrieved 2 July 2020.
177.   **^**Burton, Tony. "Mexico this month". _Mexconnect_. Archived from the original on 15 January 2013. Retrieved 12 January 2013.
178.   **^**"Toll up to 645 in Soviet train blast". _Chicago Sun-Times_. 26 July 1989. Retrieved 1 June 2010.
179.   **^**"Havária nem. voj. transportu". _OZ KAMENICA Stará Kremnička_. Archived from the original on 28 December 2019. Retrieved 28 December 2019.
180.   **^**_Railroad Wrecks_ by Edgar A. Haine, publ 1993, p. 175.
181.   **^**"World's worst rail disasters". 19 December 2007. Archived from the original on 22 December 2007. Retrieved 15 November 2014.
182.   **^**"Train Disasters Interactive Timeline". CBS News. Archived from the original on 4 November 2012.
183.   **^**Ramanath V, Riyan; Pradhan, Hemanta (July 2023). "6 Bahanaga victims' bodies handed over to relatives after DNA match". _The Times of India_. Retrieved 1 July 2023.
184.   **^**The Times 16 March 1926, p. 16: 'Costa Rican Train Disaster'
185.   **^**"Diving Operations to Extricate Dead Bodies Completed– Samastipur Rail Disaster"(PDF). _Press Information Bureau of India_ (Press release). 12 June 1981. Archived(PDF) from the original on 7 February 2020. Retrieved 6 February 2020.
186.   **^**"220 die after a fuel tanker exploded". BBC News. 3 July 2013. Archived from the original on 8 November 2016. Retrieved 2 January 2017.
187.   **^**"Death toll in Pakistan oil tanker fire jumps to 212". _The Peninsula_. 5 July 2017. Archived from the original on 30 October 2020. Retrieved 5 July 2017.
188.   ^ _**a**_ _**b**_ _**c**_ _**d**_ _**e**_ Panda, Sanjeeb. "10 Deadliest Road Accidents Around the World". _Web Ennovations_. Archived from the original on 20 November 2016. Retrieved 20 November 2016.
189.   **^**Ahmed, Aisha (20 November 2024). "Jigawa Tanker tragedy: 209 lives lost, 99 injured – Official report". P.M. News. Retrieved 5 December 2024.
190.   **^**New York Times 'Dynamite Blast in Thailand Leaves 122 Onlookers Dead'Archived 30 October 2020 at the Wayback Machine 16 February 1991. Retrieved 2 January 2017
191.   **^**"Truck explosion kills 3,000 in Afghanistan". History Channel. Archived from the original on 28 June 2022. Retrieved 16 February 2020.
192.   **^**"Death toll rises to 121 after fuel tanker explosion in Nigeria". BNO News. 15 July 2012. Archived from the original on 18 January 2013. Retrieved 2 January 2017.
193.   **^**"Judgement day for Caphiridzange tanker explosion tragedy – Mozambique". 4 July 2018. Retrieved 11 December 2023.
194.   **^**Withington, John (29 December 2009). "Bus crashes". _Disaster History_. Archived from the original on 1 December 2016. Retrieved 30 November 2016.
195.   **^**Nigerian tanker inferno kills over 100 , 5 November 2000
196.   **^**"Niger fuel tanker fire victims get Remi Tinubu's N100m donation". The Punch. 7 February 2025. Retrieved 18 February 2025.
197.   **^**"Death toll of Morogoro fuel tanker fire hits 100". _The Citizen_. 10 April 2021. Retrieved 26 October 2023.
198.   **^**"(VIDEOS) 15 Horrible Road Accidents in Kenya's History". Barongo KE. Retrieved 1 July 2023.
199.   **^**"South Asia | Karnataka bus toll rises". BBC News. 9 June 1999. Archived from the original on 10 August 2014. Retrieved 7 February 2013.
200.   **^**UNEP APELL News Report Archived 28 September 2007 at the Wayback Machine 25 June 2004
201.   **^**"Haiti truck blast: Death toll rises to 90, but still 'incomplete'". Al Jazeera. 20 December 2021. Retrieved 26 October 2023.
202.   **^**"More Than 115 Die When Buses Hurtle into Manila Ravine". _Ocala Star–Banner_. Vol.24. Ocala, Florida. 6 January 1967. p.1. Archived from the original on 20 September 2022. Retrieved 17 September 2022.
203.   **^**Great Smog of London
204.   **^**Sanford, Christopher (17 December 2004). "Urban Medicine: Threats to Health of Travelers to Developing World Cities: Air Pollution". _Medscape_. Archived from the original on 9 December 2012. Retrieved 11 December 2010.
205.   ^ _**a**_ _**b**_ Prindle, Richard A. (1963). "Notes Made During the London Smog in December, 1962". _Archives of Environmental Health_. **7** (4): 495. doi:10.1080/00039896.1963.10663572. PMID 14054994.
206.   **^**Tavernise, Sabrina (10 November 2016). "A Lesson for India in a Fog So Thick It Could Kill a Cow". _The New York Times_. ISSN 0362-4331. Archived from the original on 9 August 2020. Retrieved 24 July 2020.
207.   ^ _**a**_ _**b**_ Heidorn, K. C. (December 1978). "A Chronology of important Events in the History of Air Pollution Meteorology to 1970". _Bulletin of the American Meteorological Society_. **59** (12): 1591. Bibcode:1978BAMS...59.1589H. doi:10.1175/1520-0477(1978)059<1589:ACOIEI>2.0.CO;2. ISSN 1520-0477.
208.   **^**Pearce, Fred (5 December 1992). "Back to the days of deadly smogs". _New Scientist_. Archived from the original on 22 October 2012. Retrieved 11 December 2010.
