| 21 | 8 February 1981 | _Gate 7_ stampede at the old Karaiskakis Stadium after a football game between Olympiacos and AEK Athens | Piraeus, Greece[78] |
| 21 | 22 May 2021 | Gansu ultramarathon disaster, 21 out of 172 runners died in windy and cold weather in a 100k mountain running race | Jingtai County, Gansu, China[79] |
| 19 | 29 March 2009 | 2009 Houphouët-Boigny stampede | Abidjan, Ivory Coast |
| 18 | 18 November 1981 | A wall collapsed at the regional stadium in a football match between Deportes Tolima and Deportivo Cali | Ibague, Colombia[75] |
| 18 | 5 May 1992 | Temporary grand stand collapsed, before French Cup semi-final match SC Bastia and Olympique Marseille | Bastia, Corsica, France[80] |
| 17 | 13–14 August 1979 | 1979 Fastnet yachting race storms | Fastnet Rock, Ireland |
| 16 | 16 August 1980 | 16 Football Fans die of Stampede in a Kolkata Derby. Recognized as the Football Lovers' Day. | Eden Gardens, Kolkata[81][82] |
| 15 | 10 September 1961 | 1961 Italian Grand Prix: Wolfgang Von Trips and 14 spectators killed when the Formula 1 car flew into the crowd | Monza, Italy |
| 13 | 12 May 1957 | 1957 Mille Miglia road race: driver Alfonso de Portago, his co-driver/navigator, Ed Nelson and 9 spectators were killed when they ploughed into spectators. Also includes 2 separate deaths earlier in the road race | Guidizzolo, Mantua; Reggio Emilia; Florence[83][_failed verification_][84] |
| 13 | 18 January 1953 | 1953 Argentine Grand Prix: F1 driver Nino Farina ploughed into the crowds, killing 13 | Autódromo Juan y Oscar Gálvez, Buenos Aires, Argentina |
| 13 | 14 September 2008 | 2008 Congo football riots: DRC football league second division of Socozaki vs. Nyuki System at Matokeo stadium | Butembo, North Kivu, DR Congo |
| 13 | 31 August 1952 | Grenzlandring, 13 killed and 42 injured including the racing driver when his car plunged into spectators | Wegberg, Mönchengladbach, West Germany |
| 12 | 20 May 2023 | San Salvador crowd crush: 12 killed in a crowd crush during a football match | Estadio Cuscatlán stadium, San Salvador, El Salvador |
| 12 | 2 March 1969 | Yellow River Dragstrip, a dragster crashed through a chain-link fence into spectators, killing 11. 12th person died later in hospital. | Covington, Georgia, US |
| 12 | 8 August 1903 | Baker Bowl bleachers collapse | Philadelphia, US |
| 11 | 16 September 1911 | Auto race at New York State Fairgrounds, when a car went through a rail fence into the crowd | Syracuse, New York, US |
| 11 | 16 September 2011 | 2011 Reno Air Races crash, 11 killed including pilot Jimmy Leeward who crashed into grandstand VIP booths | Reno Stead Airport, Reno, Nevada, US |
| 11 | 4 June 2025 | 2025 Bengaluru crowd crush, a crowd crush occurred at a cricket match, killing 11. | Bengaluru, India. |

Accidents with at least 200 deaths.

| Deaths | Date | Incident | Location |
| --- | --- | --- | --- |
| 583 | 27 March 1977 | Tenerife airport disaster | Tenerife, Canary Islands, Spain[85] |
| 520 | 12 August 1985 | Japan Air Lines Flight 123 | Ueno, Japan[86] |
| 349 | 12 November 1996 | Charkhi Dadri mid-air collision | Charkhi Dadri, Haryana, India[87][88] |
| 346 | 3 March 1974 | Turkish Airlines Flight 981 | Fontaine-Chaalis, France[89] |
| 301 | 19 August 1980 | Saudia Flight 163 | Riyadh, Saudi Arabia[90] |
| 298 | 17 July 2014 | Malaysia Airlines Flight 17 | Hrabove, Ukraine[91] |
| 290 | 3 July 1988 | Iran Air Flight 655 | Bandar Abbas, Iran [_citation needed_][92] |
| 275 | 19 February 2003 | 2003 Iran Ilyushin Il-76 crash | Kerman, Iran[93] |
| 273 | 25 May 1979 | American Airlines Flight 191 | Des Plaines, Illinois, United States |
| 270 | 21 December 1988 | Pan Am Flight 103 | Lockerbie, United Kingdom[94] |
| 269 | 1 September 1983 | Korean Air Lines Flight 007 | Sea of Japan, near Moneron Island, Russian SFSR, USSR[95] |
| 265 | 12 November 2001 | American Airlines Flight 587 | Belle Harbor, New York City, New York, U.S.[96][97] |
| 264 | 26 April 1994 | China Airlines Flight 140 | Komaki, Japan[98][99] |
| 261 | 11 July 1991 | Nigeria Airways Flight 2120 | Jeddah, Saudi Arabia[100] |
| 260 | 12 June 2025 | Air India Flight 171 | Ahmedabad, India[101][102] |
| 257 | 11 April 2018 | Algerian Air Force (7T-WIV) | Boufarik, Algeria[103] |
| 257 | 28 November 1979 | Air New Zealand Flight 901 | Mount Erebus, Antarctica[104][105] |
| 256 | 12 December 1985 | Arrow Air Flight 1285R | Gander, Newfoundland, Canada[106] |
| 251 | January 8 1996 | Air Africa (RA-26222) | Kinshasa, Zaire (now the Democratic Republic of the Congo)[107][108][109] |
| 239 | 8 March 2014 | Malaysia Airlines Flight 370 | Indian Ocean[110] |
| 234 | 26 September 1997 | Garuda Indonesia Flight 152 | near Medan, Indonesia[111] |
| 230 | 17 July 1996 | Trans World Airlines Flight 800 | Atlantic Ocean, off East Moriches, New York, U.S.[112] |
| 229 | 2 September 1998 | Swissair Flight 111 | Atlantic Ocean, off Peggys Cove, N.S., Canada[113][114] |
| 229 | 6 August 1997 | Korean Air Flight 801 | Asan-Maina, Guam, U.S.[115][116] |
| 228 | 1 June 2009 | Air France Flight 447 | Atlantic Ocean, area of Saint Peter and Saint Paul Archipelago[117] |
| 225 | 25 May 2002 | China Airlines Flight 611 | Taiwan Strait, near Penghu Islands, Taiwan[118] |
| 224 | 31 October 2015 | Metrojet Flight 9268 | near Hasna, North Sinai Governorate, Egypt[119] |
| 223 | 25 May 1991 | Lauda Air Flight 004 | Phu Toei National Park, Thailand[120] |
| 217 | 31 October 1999 | EgyptAir Flight 990 | Atlantic Ocean, area of Nantucket, Massachusetts, U.S.[121] |
| 213 | 1 January 1978 | Air India Flight 855 | Arabian Sea, off Mumbai, India[122] |
| 202 | 16 February 1998 | China Airlines Flight 676 | Dayuan District, Taiwan[123] |
| 200 | 10 July 1985 | Aeroflot Flight 5143 | near Uchkuduk, Uzbek SSR, USSR[124] |

Accidents with at least 10 deaths. This list does not include incidents involving elevators.

| Deaths | Date | Incident | Location |
| --- | --- | --- | --- |
| 155 | 11 November 2000 | Kaprun disaster[125] | Kaprun, Austria |
| 42 | 9 March 1976 | 1976 Cavalese cable car crash[126] | Cavalese, Italy |
| 20 | 3 February 1998 | 1998 Cavalese cable car crash[127] | Cavalese, Italy |
| 20 | 1 July 1999 | Saint-Étienne-en-Dévoluy cable car crash[128] | Saint-Étienne-en-Dévoluy, France |
| 19 | 1 June 1990 | Tbilisi cable car crash[129] | Tbilisi, Georgia |
| 16 | 3 September 2025 | Ascensor da Glória derailment | Lisbon, Portugal |
| 14 | 3 October 1999 | Maling River Gorge cable car crash[131] | Xingyi, Guizhou, China |
| 14 | 23 May 2021 | Stresa–Mottarone cable car crash[132] | Mottarone, Italy |
| 13 | 12 July 1972 | Bettmeralp cable car crash[133][134] | Bettmeralp, Switzerland |
| 12 | 29 June 2017 | Charra Pani cable car crash[135] | Charra Pani, Galyat, Pakistan |
| 11 | 13 February 1983 | Champoluc cable car crash[136] | Champoluc, Italy |

Accidents with at least 10 deaths. This list does not include incidents involving gondola lifts, ski lifts, and similar types of cable transport.

| Deaths | Date | Incident | Location |
| --- | --- | --- | --- |
| 104 | 10 May 1995 | Vaal Reefs mining disaster: A locomotive crashed through a safety barrier and fell into a mine shaft, hitting an elevator which was carrying 104 workers, and causing it to plunge to the bottom of the shaft.[137][138] | Orkney, South Africa |
| 62 | 31 August 1987 | A methane gas explosion at the St. Helena gold mine severed the cable of a double-deck elevator, causing it to fall 1.4 kilometers to the bottom of the mine shaft, killing all 52 people on board. 10 others who were not in the elevator were killed in the explosion.[139][140] | Welkom, South Africa |
| 31 | 27 March 1980 | A descending elevator became stuck in the Vaal Reefs mine shaft and then fell to the bottom of the shaft when it abruptly became unstuck, killing all 31 miners on board.[141][142] | Orkney, South Africa |
| 19 | 13 September 2012 | An elevator fell about 100 meters at a construction site, killing everyone on board.[143] | Wuhan, China |
| 19 | 10 October 1932 | A mine-shaft elevator carrying 20 people fell at the Bickershaw Colliery, killing all but one person.[144][145] | Leigh, England |
| 18 | 30 July 1973 | A mine-shaft elevator fell at the Markham Colliery.[146] | Chesterfield, England |
| 16 | 10 September 1918 | Protection Island mining disaster: A mine-shaft elevator cable snapped causing the elevator to plunge to the bottom of the mine.[147] | Protection Island near Nanaimo, British Columbia, Canada |
| 13 | 27 November 2023 | A mine elevator fell 200m in the Impala Platinum mine shaft accident.[148][149] | Rustenburg, South Africa |
| 12 | 30 October 2008 | An elevator plunged to the ground at a construction site.[150] | Xiapu County, China |
| 12 | 2 June 1993 | An elevator plunged to the ground from the 20th floor at a construction site.[151] | North Point, Hong Kong |
| 11 | 25 April 2019 | An elevator fell at a construction site due to a snapped cable.[152] | Hengshui, China |
| 11 | 29 July 2011 | A mine-shaft elevator fell at the Bazhanov coal mine.[153] | Makiivka, Ukraine |
| 10 | 27 March 1964 | A steel cable hit a mine-shaft elevator at the Sachsen coal mine, killing 10 workers, including 5 Turkish nationals.[154] | Heeßen, West Germany |
| 10 | 6 September 2014 | An elevator plunged 32 stories at a construction site.[155] | Istanbul, Turkey |

Accidents with at least 500 deaths. This section lists peacetime shipping disasters only.

| Deaths | Date | Incident |
| --- | --- | --- |
| 4,386+ | 20 December 1987 | MV _Doña Paz_ collided with the oil tanker MT _Vector_ in the Tablas Strait, Philippines). Casualty estimates vary because of thousands of passengers not listed on the manifest.[156] |
| 3,000–4,000 | 3 December 1948 | SS _Kiangya_ (Huangpu River, China) sank due to unidentified explosion, possibly a naval mine. Casualties estimated between 3,000 to 4,000[157][158] |
| 1,863 | 26 September 2002 | MV _Le Joola_ (Senegal) capsized off the coast of The Gambia on 26 September 2002,[159] with 1,863 deaths and 64 survivors. The majority of passengers were Senegalese, including 854 to 923 Senegalese-French nationals on board.[160][161][162] |
| ~1,600 | 14 December 1991 | MV _Salem Express_ (Red Sea) struck a reef and sank within 10–20 minutes at midnight between 14–15 December, while on a voyage from Jeddah, Saudi Arabia to Safaga, Egypt, with at least 644 passengers. The majority of passengers were Moroccan-French. Most were returning from pilgrimage to Mecca.[163][164][165] The official death toll was 470, though some evidence suggests that the ship was overcrowded and the true death toll may have been much greater, likely more than 1,600.[166] |
| 1,547 | 27 April 1865 | _Sultana_ (Mississippi River) |
| ~1,500 | 15 April 1912 | RMS _Titanic_ (North Atlantic) |
| c. 1,500 | 6 February 1822 | _Tek Sing_ (near the Belvidere Shoals in the South China Sea) |
| 1,500 | 27 January 1949 | _Taiping_ (East China Sea) |
| ~1,500 | 16 February, 1993 | Ferry _Neptune_ (off Miragoane) |
| 1,159 | 26 September 1954 | _Tōya Maru_ (Tsugaru Strait) |
| 1,024 | 29 May 1914 | RMS _Empress of Ireland_ (Saint Lawrence River) |
| 1,021 | 15 June 1904 | PS _General Slocum_ (New York, United States) |
| 1,012 | 3 February 2006 | MS _al-Salam Boccaccio 98_, (Red Sea) |
| 1,000 | 22 September 1912 | SS _Kiche Maru_ (off Honshu, Japan) |
| 1,000 | 22 April 1916 | SS _Hsin-Yu_ (Zhoushan) |
| c. 1,000 | c. 3 March 1921 | SS _Hong Moh_ (South China Sea) |
| 900 | 16 September 1927 | _Wusung_ (Kuril Islands, Empire of Japan)[167] |
| 900 | c. 4 October 1744 | HMS _Victory_ (60 miles off Plymouth, England, near Black Rock) |
| 894 | 21 May 1996 | MV _Bukoba_ (Lake Victoria, Tanzania) |
| 852 | 28 September 1994 | MS _Estonia_ (Baltic Sea) |
| 464–1,600 | 14 December 1991 | MV _Salem Express_ (Red Sea) |
| 844 | 24 July 1915 | SS _Eastland_ (Chicago) |
| 832 | 21 June 2008 | MV _Princess of the Stars_ (off Sibuyan Island, Philippines), capsized by Typhoon Fengshen |
| 829 | 15 February 1760 | HMS _Ramillies_ (Devon, England) |
| 826 | 22 September 1857 | _Lefort_ (Gulf of Finland) |
| 800+ | 29 August 1782 | HMS _Royal George_ (Portsmouth, England) |
| 746 | 8 November 1888 | SS _Vaitarna_ (coast of Saurashtra, Gujarat, India), lost in cyclonic storm[168] |
| 741 | 12 December 1939 | SS _Indigirka_ (Sarufutsu, Japan) |
| 737 | 6 May 1902 | SS _Camorta_ (Irrawaddy Delta) |
| 736 | 26 November 1914 | HMS _Bulwark_(1899) (Sheerness, England) |
| 731 | 24 December 1811 | HMS _St George_ (Ringkøbing, Denmark) |
| 702 | 1 January 1738 | _Leusden_ (Marowijne, Suriname) |
| 673 | 17 March 1800 | HMS _Queen Charlotte_ (Cabrera) |
| c. 640 | 3 September 1878 | SS _Princess Alice_ and SS _Bywell Castle_ (River Thames) |
| 644 | 2 September 1819 | San _Telmo_ (Drake Passage, Antarctica) |
| 627 | 28 June 1904 | SS _Norge_ (Rockall) |
| 625 | 17 July 1947 | SS _Ramdas_ (1947 Ramdas Ship Disaster, off Bombay, India) |
| 608 | 29 October 1955 | _Novorossiysk_ (Sevastopol) |
| 600+ | 24 December 1811 | List of vessels lost on the Haak Sand on 24 December 1811 |
| 600+ | 3 September 1691 | HMS _Coronation_ (West of Penlee Point, Rame, England) |
| 600 | c. 16 September 1782– c. 17 September 1782 | HMS _Glorieux_ (Newfoundland, Canada) |
| 600 | 25 May 1986 | _1986 Bangladesh MV Shamia ferry incident_ (Meghna River, southern Barisa, Bangladesh) |
| 583 | 24 December 1811 | HMS _Defence_ (Jutland. Denmark) |
| 580 | 27 January 1981 | _Tampomas II_, an Indonesian passenger ship, caught fire and sank in Java Sea |
| 575 | 9 January 1920 | SS _Afrique_ (Bay of Biscay) |
| 570 | 22 December 1810 | HMS _Minotaur_ (off Texel, Netherlands) |
| 565 | 4 July 1898 | SS _La Bourgogne_ (Sable Island, Nova Scotia) |
| 564 | 17 March 1891 | SS _Utopia_ (Bay of Gibraltar) |
| 558 | 5 March 1916 | SS _Principe de Asturias_ (off Brazil) |
| 550 | 29 June 2000 | _Cahaya Bahari_ (off Sulawesi, Indonesia)[169][170] |
| 546 | 1 April 1873 | RMS _Atlantic_ (Nova Scotia) |
| 533 | 18 September 1890 | _Ertuğrul_ (Kushimoto, Japan) |
| 530 | 8 July 2003 | _MV Nasrin-1_ (Chandpur, Bangladesh) |
| 520 | 15 May 1932 | MS _Georges Philippar_ (Gulf of Aden, Yemen) |
| 520 | 14 April 1749 | HMS _Namur_ (Tamil Nadu, India) |
| 500 | c. 1794-04 | HMS _Ardent_ (Villefranche-sur-Mer, France) |
| 500–1,500 | 16 February 1993 | Ferry _Neptune_ (Haiti) |
| 500–600 | 25 May 1986 | 1986 Bangladesh MV Shamia ferry incident (Meghna River, Bangladesh) |
| 500 | 29 January 1986 | _Atlas Star_ (Dhaleswar River, Munshiganj, Bangladesh)[171][172] |

Accidents with at least 200 deaths.

| Deaths | Date | Incident | Location |
| --- | --- | --- | --- |
| 900–1,700[173] | 26 December 2004 | Sri Lankan tsunami train wreck | Galle District, Southern Province, Sri Lanka |
| 800–1,000[174] | 13 January 1917 | Ciurea rail disaster | Iasi County, Romania |
| 675+[175] | 12 December 1917 | Saint-Michel-de-Maurienne derailment | Saint-Michel-de-Maurienne, Auvergne-Rhône-Alpes, France |
| 600+[176] | 24 January 1944 | Vereshchyovka train disaster | Oryol Oblast, Soviet Union |
| 600+[177] | 22 January 1915 | Guadalajara train disaster | Guadalajara, Mexico |
| 575[178] | 4 June 1989 | Ufa train disaster | Ufa, Soviet Union |
| 517 | 3 March 1944 | Balvano train disaster | Balvano, Basilicata, Italy |
| 428 | 13 January 1985 | Awash rail disaster | Awash, Afar, Ethiopia |
| 383+ | 20 February 2002 | Al Ayatt train disaster | Egypt |
| 370 | 27 December 1944 | Stará Kremnička derailment[179] | Stará Kremnička, Slovakia |
| 360 | 9 July 1981 | 1981 Chengdu-Kunming rail crash | Ganluo County, China |
| 358 | 20 August 1995 | Firozabad rail disaster | Firozabad, Uttar Pradesh, India |
| 338 | 29 April 1997 | Rongjiawan train disaster | Rongjiawan, Hunan, China |
| 320 | 18 February 2004 | Nishapur train disaster | Iran |
| 307 | 4 January 1990 | Sukkur rail disaster | Sangi, Sindh, Pakistan |
| 300 | 7 January 1918 | Changsha rail disaster[de] | Changsha, China |
| 300~ | 21 June 1915 | Monte Morelas[180] | Mexico |
| 300 | 22 September 1994 | Tolunda rail disaster[181] | Angola |
| 300 | 29 September 1957 | Gambar train crash[182] | Montgomery, Punjab, Pakistan |
| 296 | 2 June 2023 | Odisha train collision[183] | Bahanaga, Baleshwar, Odisha, India |
| 289 | 28 October 1995 | Baku Metro fire | Baku, Azerbaijan |
| 285 | 2 August 1999 | Gaisal train disaster | Gaisal, West Bengal, India |
| 281 | 24 June 2002 | Igandu train disaster | Tanzania |
| 278 | 22 December 1939 | Genthin rail disaster | Genthin, Germany |
| 248 | 14 March 1926 | El Virilla train accident[184] | Costa Rica |
| 235 | 6 June 1981 | Bihar train derailment[185] | Bihar, India |
| 230 | 23 December 1933 | Lagny-Pomponne Railroad Disaster | France |
| 226 | 22 May 1915 | Quintinshill rail crash | Scotland |
| 212 | 26 November 1998 | Khanna rail disaster | Khanna, Ludhiana, Punjab, India |
| 208 | 4 October 1972 | Saltillo, Coahuila | Mexico |
| 207 | 28 July 1948 | BASF tank car explosion[de] | Ludwigshafen, Germany |
| 200 | 17 March 1982 | Bau Ca train wreck[vi] | Dong Nai, Vietnam |

| Deaths | Date | Incident | Location |
| --- | --- | --- | --- |
| 230 | 2 July 2010 | Sange road tanker explosion[186] | Sange, South Kivu, DRC |
| 219 | 25 June 2017 | Bahawalpur explosion[187] | Bahawalpur, Pakistan |
| 217 | 11 July 1978 | Los Alfaques disaster[188] | Tarragona, Spain |
| 209 | 15 October 2024 | Majiya fuel tanker explosion[189] | Majiya, Jigawa State, Nigeria |
| 207 | 15 February 1991 | Thung Maphrao truck explosion[190] | Thung Maphrao, Phang Nga, Thailand |
| 206 | 17 September 2015 | 2015 Juba tanker explosion[22] | Juba, South Sudan |
| 168–3,000 | 3 November 1982 | Salang Tunnel fire[188][191] | Salang Pass, Hindu Kush, Afghanistan |
| 154 | 5 November 2021 | Freetown fuel tanker explosion | Freetown, Sierra Leone |
| 125 | 6 December 1965 | Sotouba truck collision[188] | Sotouba, Togo |
| 121 | 12 July 2012 | Okobie road tanker explosion[192] | Okobie, Nigeria |
| 115 | 17 November 2016 | Caphiridzange tanker explosion[193] | Caphiridzange, Mozambique |
| 113 | 31 January 2009 | Molo road tanker fire | Molo, Kenya, Kenya |
| 110 | 12 March 1995 | Tamil Nadu truck collision[194] | Sriperumbudur, Tamil Nadu, India |
| 104 | 18 August 1968 | Gero bus crash[188] | Gero, Gifu, Japan |
| 100–200 | 5 November 2000 | Ibadan road tanker explosion[195] | Ibadan, Lagos, Nigeria |
| 100+ | 18 January 2025 | Suleja fuel tanker explosion[196] | Near Suleja, Niger State, Nigeria |
| 100+ | 10 August 2019 | Morogoro fuel tanker explosion[197] | Morogoro, Tanzania |
| 98 | 28 March 2007 | Kagarko truck explosion | Kagarko, Kaduna, Nigeria |
| 96 | 12 July 1992 | Machakos bus crash[198] | Machakos, Kenya |
| 94 | 8 June 1999 | Karnataka bus crash[199] | Karnataka, India |
| 90 | 15 November 1976 | Mafeteng bus crash | Mafeteng, Lesotho |
| 90 | 29 June 1980 | Kashmir bus crash[188] | Kashmir, India |
| 90 | 24 June 2004 | Zahedan bus crash[200] | Zahedan, Iran |
| 90+ | 14 December 2021 | Cap-Haïtien tanker explosion[201] | Cap-Haïtien, Haiti |
| 81–115 | 6 January 1967 | Cavite bus crash[202] | Cavite, Philippines |

| Deaths | Date | Incident |
| --- | --- | --- |
| 54–300 | 24 October 1960 | Nedelin catastrophe, Baikonur Cosmodrome, Kazakh SSR, Soviet Union – occurred on ground before launch |
| 53 | 9 August 1965 | 1965 Searcy missile silo fire, near Searcy, Arkansas, U.S. – occurred on ground before launch |
| 48 | 18 March 1980 | 1980 Plesetsk launch pad disaster, Plesetsk Cosmodrome, Mirny, Arkhangelsk Oblast, Soviet Union – occurred on ground before launch |
| 21 | 22 August 2003 | 2003 Alcântara VLS accident, Alcântara, Brazil– occurred on ground before launch |
| 7 | 28 January 1986 | Space Shuttle _Challenger_ disaster, crashed over Florida, U.S. |
| 7 | 1 February 2003 | Space Shuttle _Columbia_ disaster, crashed over Texas and Louisiana, U.S. |
| 6–300+ | 15 February 1996 | Intelsat 708, Xichang Satellite Launch Center, Sichuan, China, Launch vehicle veered off course immediately after liftoff and struck a nearby village, officially killing at least six people (although other estimates put the death count higher). |
| 3 | 27 January 1967 | Apollo 1, Cape Canaveral Air Force Station, Cape Canaveral, FL, U.S.– occurred on ground during a "plugs out" test. |
| 3 | 30 June 1971 | Soyuz 11, depressurized in space; only deaths in space as of 2025 |
| 1 | 24 April 1967 | Soyuz 1, southeast of Orenburg, Russia |
| 1 | 15 November 1967 | X-15 Flight 191, near Edwards AFB, California, U.S. |
| 1 | 31 October 2014 | VSS Enterprise crash, suborbital, Mojave Desert, California, U.S., other pilot survived |

Accidents with at least 150 deaths.

| Deaths | Date | Incident |
| --- | --- | --- |
| 12,000 | 5–9 December 1952 | The Great Smog of London (5–9 December 1952). Delayed fatalities rise from 10,000 to 12,000.[203] |
| 2,200 | 1880 | Coal smog (London, 1880).[204] |
| 1,000 | December 1956 | 1956 London smog.[205] |
| 780 | December 1873 | 1873 London smog[206] |
| 779 | December 1892 | 1892 London smog[207] |
| 700–800 | December 1948 | 1948 London smog[207] |
| 300–405 | January–February 1963 | 1963 New York City smog |
| 300–400 | December 1962 | 1962 London smog[205] |
| 220–240 | November 1953 | 1953 New York City smog |
| 168 | 23–25 November 1966 | 1966 New York City smog |
| 160 | 12–15 December 1991 | Smog (London, 12–15 December 1991)[208] |

*   Lists of death tolls
*   List of natural disasters by death toll

1.   **^**"Solving a Mystery of 400 Years-An Explanation to the "explosion" in Downtown Beijing in the Year of 1626 – Research Paper". _allbestessays.com_. Archived from the original on 19 September 2018. Retrieved 19 September 2018.
2.   **^**"7 de agosto de 1956, el día en que la 'Sucursal del Cielo' fue un infierno". _caracol.com.co_. 7 August 2016. Retrieved 1 March 2021.
3.   **^**Ray, Michael. "7 of the World's Deadliest Shipwrecks - Britannica". Britannica. Retrieved 24 November 2024.
4.   **^**Jackson, Joe (20 January 2012). "SS Kiangya — China, 1948 | Unsafe at Sea: Asia's History of Deadly Ferry Disasters". _Time_. ISSN 0040-781X. Retrieved 3 December 2024.
5.   **^**Prestini, Vittorio (20 April 2007). "Il fulmine della notte di Sant'Elena". _QuiBrescia_ (in Italian). Retrieved 28 September 2025.
6.   **^**Jeremy Plester (16 June 2011). "Weatherwatch: Lightning made castles and churches very dangerous places". _The Guardian_. Archived from the original on 19 August 2014. Retrieved 16 August 2014.
7.   **^**"Historical Events for Year 1769". _historyorb.com_. 28 May 1769. Archived from the original on 19 August 2014. Retrieved 16 August 2014.
8.   **^**MiguelGalindo y Galindo (21 October 2019). _Catástrofe de Chalchicomula_(PDF). Secretaria de Fomento. pp.233–237. Archived(PDF) from the original on 5 March 2016. Retrieved 21 October 2019.
9.   **^**"Halifax Explosion Remembrance &Book". _Nova Scotia Archives and Records Management_. Province of Nova Scotia. Archived from the original on 11 October 2007. Retrieved 4 November 2007.
10.   **^**SmederevoWelcome -. "June 5th 1941 Explosion in Smederevo". _SmederevoWelcome_. Archived from the original on 19 September 2018. Retrieved 19 September 2018.
11.   **^**"No dia 16 de Setembro de 1732, deu-se a explosão do paiol de Campo Maior". 16 September 2010. Archived from the original on 19 November 2018. Retrieved 18 November 2018.
12.   **^**"Igespar Ip | Heritage". Archived from the original on 17 March 2012.
13.   **^**"1,200 Die as Yangtse Troopship Blows Up". _The New York Times_. 17 October 1926. Archived from the original on 21 September 2013. Retrieved 10 February 2017.
14.   **^**"621 dead in dynamite blast". _The Madison Lake Times_. 5 March 1925. Archived from the original on 30 October 2020. Retrieved 23 September 2018.
15.   **^**Jar Torre, Luis (November 2009). "Un Desastre a la Española". _Revista General de Marina_ (in Spanish). Archived from the original on 4 April 2023. Retrieved 14 September 2022 – via páginas personales de Juan Manuel Grijalvo.
16.   **^**Upi (26 March 1984). "DEATH TOLL IN BRAZILIAN FIRE IS NOW PUT AT 508 (Published 1984)". _The New York Times_. ISSN 0362-4331. Archived from the original on 14 April 2021. Retrieved 7 February 2021.
17.   **^**"1984, Feb 25: Explosion kills hundreds in Brazil". _nafi.org_. Archived from the original on 14 February 2021. Retrieved 7 February 2021.
18.   **^**Ryan, Missy (31 December 2001). "Over 200 die in Peru fireworks blaze". _The Guardian_. ISSN 0261-3077. Archived from the original on 29 December 2019. Retrieved 29 December 2019.
19.   **^**ja:沖縄県営鉄道輸送弾薬爆発事故
20.   **^**"At Least 223 Artsakh Armenians Killed During Azerbaijan's Offensive in September". _Asbarez_. 5 January 2024. Retrieved 4 June 2024.
21.   **^**"Vor 60 Jahren: Explosionsunglück erschüttert BASF". _Stuttgarter Nachrichten online_ (in German). Archived from the original on 30 July 2010. Retrieved 22 August 2010.
22.   ^ _**a**_ _**b**_"Death Toll Tops 200 in South Sudan Fuel Tanker Explosion". _voaafrica.com_. 30 September 2015. Retrieved 26 October 2023.
23.   **^**José A. Aparicio Florido. "Recordando la catástrofe de San Juanico". _La Voz Profesional de los Servicios de Bomberos_ (in Spanish). Archived from the original on 19 April 2008. Retrieved 21 April 2008.
24.   **^**Kawabata, Tai, "Film mines rich seams of history Archived 14 August 2011 at the Wayback Machine", _Japan Times_, 14 August 2011, p. 8.
25.   **^**"Mine explosion kills hundreds in India". _HISTORY.com_. Archived from the original on 5 September 2015. Retrieved 16 August 2015.
26.   **^**"Sakubei Yamamoto granted UNESCO's Memory of the World registration: Sakubei Yamamoto and his Historical Coal Mine Paintings". _y-sakubei.com_. Retrieved 1 July 2025.
27.   **^**"Das Grubenunglück Luisenthal 1962" (in German). Archived from the original on 11 December 2015. Retrieved 8 November 2015.
28.   **^**山西襄汾溃坝事故12名涉嫌职务犯罪嫌疑人被判刑 (in Chinese). Xinhua News Agency. 27 June 2009. Archived from the original on 4 March 2016. Retrieved 21 November 2013.
29.   **^**开县井喷事故案宣判 6名直接责任人被判刑 (in Chinese). Xinhua News Agency. 4 September 2004. Archived from the original on 20 November 2004. Retrieved 21 November 2013.
30.   **^**Samuel Upton Newtan (2007). _Nuclear War I and Other Major Nuclear Disasters of the 20th Century_. AuthorHouse. pp.237–240. ISBN 978-1-4259-8512-7. Archived from the original on 14 February 2017. Retrieved 21 September 2016.
31.   **^**"The unacceptable toll of Britain's nuclear disaster". _The Irish Times_. Retrieved 7 June 2025.
32.   **^**Benjamin K. Sovacool. The costs of failure: A preliminary assessment of major energy accidents, 1907–2007, _Energy Policy_ 36 (2008), p. 1806.
33.   **^**Benjamin K. Sovacool. A Critical Evaluation of Nuclear Power and Renewable Electricity in Asia, _Journal of Contemporary Asia_, Vol. 40, No. 3, August 2010, p. 396.
34.   **^**"IAEA Report". _In Focus: Chernobyl_. Archived from the original on 11 June 2008. Retrieved 31 May 2008.
35.   **^**"Investigation of an accidental Exposure of radiotherapy patients in Panama"(PDF). _International Atomic Energy Agency_. Archived(PDF) from the original on 30 July 2013. Retrieved 17 January 2011.
36.   ^ _**a**_ _**b**_ Johnston, Robert (23 September 2007). "Deadliest radiation accidents and other events causing radiation casualties". Database of Radiological Incidents and Related Events. Archived from the original on 23 October 2007. Retrieved 13 January 2011.
37.   **^**Igor Gusev; Angelina Guskova; Fred A. Mettler (2001). _Medical Management of Radiation Accidents, Second Edition_. CRC Press. pp.299, 303. ISBN 978-1-4200-3719-7. Archived from the original on 13 September 2014. Retrieved 21 September 2016.
38.   **^**Strengthening the Safety of Radiation Sources Archived 26 March 2009 at the Wayback Machine p. 15.
39.   **^**"The Worst Nuclear Disasters". _Time_. Archived from the original on 26 August 2013. Retrieved 15 November 2014.
